Destination-ip: 167840769	meandelay: 0.550668 sec	meanJitter: 0.000304229 sec
Destination-ip: 167838465	meandelay: 0.550153 sec	meanJitter: 0.000380281 sec
Destination-ip: 167840513	meandelay: 0.549996 sec	meanJitter: 0.000303799 sec
Destination-ip: 167838721	meandelay: 0.54933 sec	meanJitter: 0.000372672 sec
Destination-ip: 167840257	meandelay: 0.549866 sec	meanJitter: 0.000367581 sec
Destination-ip: All	meanTotaldelay: 0.55007 sec	meanTotalJitter: 0.000337195 sec
