Destination-ip: 167840769	meandelay: 0.0132774 sec	meanJitter: 0.000477498 sec
Destination-ip: 167840513	meandelay: 0.0132907 sec	meanJitter: 0.000489693 sec
Destination-ip: 167838465	meandelay: 0.0135036 sec	meanJitter: 0.000807629 sec
Destination-ip: 167838721	meandelay: 0.0134807 sec	meanJitter: 0.000800993 sec
Destination-ip: 167840257	meandelay: 0.0134765 sec	meanJitter: 0.000780294 sec
Destination-ip: All	meanTotaldelay: 0.0133409 sec	meanTotalJitter: 0.000571299 sec
