Destination-ip: 167840769	ThroughputRx: 4411.99 kbps	ThroughputRxPps: 0.536477 kpps
Destination-ip: 167838465	ThroughputRx: 2368.2 kbps	ThroughputRxPps: 0.287962 kpps
Destination-ip: 167840513	ThroughputRx: 4327.07 kbps	ThroughputRxPps: 0.526151 kpps
Destination-ip: 167838721	ThroughputRx: 2432.08 kbps	ThroughputRxPps: 0.29573 kpps
Destination-ip: 167840257	ThroughputRx: 2433.13 kbps	ThroughputRxPps: 0.295857 kpps
