Destination-ip: 167840769	ThroughputRx: 511.542 kbps	ThroughputRxPps: 0.0622012 kpps
Destination-ip: 167838465	ThroughputRx: 3434.23 kbps	ThroughputRxPps: 0.417586 kpps
Destination-ip: 167840513	ThroughputRx: 500.975 kbps	ThroughputRxPps: 0.0609162 kpps
Destination-ip: 167838721	ThroughputRx: 3455.4 kbps	ThroughputRxPps: 0.420161 kpps
Destination-ip: 167840257	ThroughputRx: 3518.31 kbps	ThroughputRxPps: 0.42781 kpps
