bwresv 5 500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.013795
bwresv 5 1000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.0797743
bwresv 5 1500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.176339
bwresv 5 2000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.280499
bwresv 5 2500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.38431
bwresv 5 3000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.493416
bwresv 5 3500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.598969
bwresv 5 4000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.707378
bwresv 5 4500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.809238
bwresv 5 5000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.878423
bwresv 5 5500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.910611
bwresv 5 6000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.921271
bwresv 5 6500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.925033
bwresv 5 7000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.926287
bwresv 5 7500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.926845
bwresv 5 8000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.926914
bwresv 5 8500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.926845
