Destination-ip: 167840769	meandelay: 0.00995838 sec	meanJitter: 0.000409415 sec
Destination-ip: 167840513	meandelay: 0.00997434 sec	meanJitter: 0.000413301 sec
Destination-ip: 167838465	meandelay: 0.0100214 sec	meanJitter: 0.00123597 sec
Destination-ip: 167838721	meandelay: 0.00997167 sec	meanJitter: 0.00121205 sec
Destination-ip: 167840257	meandelay: 0.00994749 sec	meanJitter: 0.00121995 sec
Destination-ip: All	meanTotaldelay: 0.00996763 sec	meanTotalJitter: 0.000489066 sec
