Destination-ip: 167840769	ThroughputRx: 5012.36 kbps	ThroughputRxPps: 0.60948 kpps
Destination-ip: 167840513	ThroughputRx: 5009.03 kbps	ThroughputRxPps: 0.609074 kpps
Destination-ip: 167838465	ThroughputRx: 1967.99 kbps	ThroughputRxPps: 0.239299 kpps
Destination-ip: 167838721	ThroughputRx: 1984.16 kbps	ThroughputRxPps: 0.241265 kpps
Destination-ip: 167840257	ThroughputRx: 1999.38 kbps	ThroughputRxPps: 0.243115 kpps
