1p	1.00318
1p	1.00382
1p	1.0039
1p	1.00398
1p	1.00454
1p	1.00462
1p	1.0047
1p	1.00508
1p	1.00523
1p	1.00582
1p	1.0059
1p	1.00626
1p	1.00641
1p	1.00658
1p	1.007
1p	1.00708
1p	1.00717
1p	1.00765
1p	1.00823
1p	1.00896
1p	1.00905
1p	1.00944
1p	1.00955
1p	1.01003
1p	1.01012
1p	1.01021
1p	1.01039
1p	1.01098
1p	1.01106
1p	1.0113
1p	1.01159
1p	1.01365
1p	1.01404
1p	1.01412
1p	1.01463
1p	1.01471
1p	1.01479
1p	1.01487
1p	1.01523
1p	1.01587
1p	1.01636
1p	1.01644
1p	1.01695
1p	1.01785
1p	1.01797
1p	1.01856
1p	1.01902
1p	1.01967
1p	1.01975
1p	1.02023
1p	1.02031
1p	1.02085
1p	1.0214
1p	1.02179
1p	1.02238
1p	1.02254
1p	1.023
1p	1.02354
1p	1.02372
1p	1.02413
1p	1.02421
1p	1.02548
1p	1.02579
1p	1.02607
1p	1.02637
1p	1.02646
1p	1.02739
1p	1.02763
1p	1.02793
1p	1.02802
1p	1.0281
1p	1.02852
1p	1.02921
1p	1.03043
1p	1.03102
1p	1.0311
1p	1.03162
1p	1.03221
1p	1.03229
1p	1.03293
1p	1.03302
1p	1.03354
1p	1.03379
1p	1.03411
1p	1.03419
1p	1.03441
1p	1.03472
1p	1.03497
1p	1.03505
1p	1.03531
1p	1.03539
1p	1.03598
1p	1.03657
1p	1.0372
1p	1.03748
1p	1.03774
1p	1.03833
1p	1.03841
1p	1.0385
1p	1.03866
1p	1.03898
1p	1.03941
1p	1.03957
1p	1.03965
1p	1.03998
1p	1.04006
1p	1.04074
1p	1.04084
1p	1.04115
1p	1.04133
1p	1.04143
1p	1.04203
1p	1.04212
1p	1.04248
1p	1.04262
1p	1.04307
1p	1.04323
1p	1.04431
1p	1.04439
1p	1.04473
1p	1.04489
1p	1.04497
1p	1.04505
1p	1.04532
1p	1.04549
1p	1.04606
1p	1.04614
1p	1.04622
1p	1.0463
1p	1.04664
1p	1.04673
1p	1.04773
1p	1.04782
1p	1.04795
1p	1.04854
1p	1.04891
1p	1.04899
1p	1.04908
1p	1.04956
1p	1.05008
1p	1.05052
1p	1.0508
1p	1.05111
1p	1.05126
1p	1.05198
1p	1.05283
1p	1.05291
1p	1.05332
1p	1.05344
1p	1.05365
1p	1.05401
1p	1.05424
1p	1.05449
1p	1.05566
1p	1.05574
1p	1.0559
1p	1.05625
1p	1.05642
1p	1.0565
1p	1.05692
1p	1.05725
1p	1.05759
1p	1.05793
1p	1.05831
1p	1.05843
1p	1.05852
1p	1.0589
1p	1.05978
1p	1.05992
1p	1.06036
1p	1.06048
1p	1.06056
1p	1.06121
1p	1.06141
1p	1.0615
1p	1.06165
1p	1.062
1p	1.06239
1p	1.06247
1p	1.06268
1p	1.06292
1p	1.06301
1p	1.06351
1p	1.06374
1p	1.06391
1p	1.0649
1p	1.06498
1p	1.06509
1p	1.0652
1p	1.06579
1p	1.06607
1p	1.06625
1p	1.06684
1p	1.06781
1p	1.06854
1p	1.06898
1p	1.06913
1p	1.06953
1p	1.06961
1p	1.06985
1p	1.07013
1p	1.07021
1p	1.07043
1p	1.07071
1p	1.07133
1p	1.07143
1p	1.07151
1p	1.07172
1p	1.07204
1p	1.07231
1p	1.07249
1p	1.07261
1p	1.07297
1p	1.07309
1p	1.07355
1p	1.07366
1p	1.07427
1p	1.07437
1p	1.07496
1p	1.07574
1p	1.07627
1p	1.07635
1p	1.07643
1p	1.07693
1p	1.07705
1p	1.07744
1p	1.07753
1p	1.07761
1p	1.07769
1p	1.07819
1p	1.07863
1p	1.07902
1p	1.07921
1p	1.07936
1p	1.07961
1p	1.08002
1p	1.08061
1p	1.08132
1p	1.08141
1p	1.08191
1p	1.08231
1p	1.08253
1p	1.08275
1p	1.0829
1p	1.08358
1p	1.08393
1p	1.08417
1p	1.08425
1p	1.08503
1p	1.0854
1p	1.08549
1p	1.08562
1p	1.08607
1p	1.0868
1p	1.0869
1p	1.08749
1p	1.08786
1p	1.08798
1p	1.08845
1p	1.08921
1p	1.08942
1p	1.08951
1p	1.0898
1p	1.09001
1p	1.09069
1p	1.09131
1p	1.0914
1p	1.09148
1p	1.0919
1p	1.09206
1p	1.09214
1p	1.09255
1p	1.09278
1p	1.09286
0p	1.09291
1p	1.09294
1p	1.09343
2p	1.09394
3p	1.09446
3p	1.09497
3p	1.09549
3p	1.096
5p	1.09652
6p	1.09703
7p	1.09755
6p	1.09806
6p	1.09858
7p	1.09909
8p	1.09961
9p	1.10012
8p	1.10064
7p	1.10115
7p	1.10167
8p	1.10218
9p	1.1027
11p	1.10321
12p	1.10373
13p	1.10424
13p	1.10476
12p	1.10527
11p	1.10579
12p	1.1063
12p	1.10682
11p	1.10733
11p	1.10785
13p	1.10836
13p	1.10888
14p	1.10939
15p	1.10991
14p	1.11042
14p	1.11094
17p	1.11145
17p	1.11197
17p	1.11248
16p	1.113
16p	1.11351
16p	1.11403
19p	1.11454
19p	1.11506
21p	1.11557
22p	1.11609
24p	1.1166
23p	1.11712
23p	1.11763
24p	1.11815
23p	1.11866
22p	1.11918
23p	1.11969
23p	1.12021
25p	1.12072
26p	1.12124
28p	1.12175
28p	1.12227
29p	1.12278
31p	1.1233
30p	1.12381
30p	1.12433
29p	1.12484
29p	1.12536
29p	1.12587
30p	1.12639
31p	1.1269
31p	1.12742
32p	1.12793
31p	1.12845
31p	1.12896
31p	1.12948
32p	1.12999
33p	1.13051
34p	1.13102
35p	1.13154
36p	1.13205
39p	1.13257
40p	1.13308
40p	1.1336
39p	1.13411
40p	1.13463
41p	1.13514
41p	1.13566
40p	1.13617
