Destination-ip: 167840769	loss: 0.443401
Destination-ip: 167840257	loss: 0.456875
Destination-ip: 167838465	loss: 0.445169
Destination-ip: 167840513	loss: 0.450187
Destination-ip: 167838721	loss: 0.450563
