Destination-ip: 167838465	loss: 0.216315
Destination-ip: 167840769	loss: 0.927543
Destination-ip: 167838721	loss: 0.227198
Destination-ip: 167840257	loss: 0.231783
Destination-ip: 167840513	loss: 0.927332
