bwresv 4 500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.0222837
bwresv 4 1000 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.0856055
bwresv 4 1500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.179654
bwresv 4 2000 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.283529
bwresv 4 2500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.387751
bwresv 4 3000 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.496401
bwresv 4 3500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.601869
bwresv 4 4000 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.709273
bwresv 4 4500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.806436
bwresv 4 5000 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.869965
bwresv 4 5500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.903114
bwresv 4 6000 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.916747
bwresv 4 6500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.922837
bwresv 4 7000 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.92519
bwresv 4 7500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.926505
bwresv 4 8000 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.92699
bwresv 4 8500 Destination-ip: 167840769	ThroughputTx: 6990.93 kbps 0.927128
