Destination-ip: 167840769	meandelay: 0.0302066 sec	meanJitter: 0.000491986 sec
Destination-ip: 167840513	meandelay: 0.0302239 sec	meanJitter: 0.00050238 sec
Destination-ip: 167838465	meandelay: 0.0305588 sec	meanJitter: 0.000824668 sec
Destination-ip: 167838721	meandelay: 0.0302616 sec	meanJitter: 0.000814368 sec
Destination-ip: 167840257	meandelay: 0.0306182 sec	meanJitter: 0.000807006 sec
Destination-ip: All	meanTotaldelay: 0.0302894 sec	meanTotalJitter: 0.000586262 sec
