Destination-ip: 167840769	ThroughputRx: 5654.47 kbps	ThroughputRxPps: 0.687557 kpps
Destination-ip: 167840513	ThroughputRx: 5560.53 kbps	ThroughputRxPps: 0.676135 kpps
Destination-ip: 167840257	ThroughputRx: 1597.68 kbps	ThroughputRxPps: 0.19427 kpps
Destination-ip: 167838465	ThroughputRx: 1577.12 kbps	ThroughputRxPps: 0.19177 kpps
Destination-ip: 167838721	ThroughputRx: 1579.36 kbps	ThroughputRxPps: 0.192042 kpps
