Destination-ip: 167840769	meandelay: 0.0407179 sec	meanJitter: 0.00133528 sec
Destination-ip: 167838465	meandelay: 0.0422986 sec	meanJitter: 0.000547106 sec
Destination-ip: 167838721	meandelay: 0.0423521 sec	meanJitter: 0.000542718 sec
Destination-ip: 167840513	meandelay: 0.0408327 sec	meanJitter: 0.00135759 sec
Destination-ip: 167840257	meandelay: 0.0422599 sec	meanJitter: 0.000540136 sec
Destination-ip: All	meanTotaldelay: 0.0421812 sec	meanTotalJitter: 0.000607505 sec
