Destination-ip: 167838465	meandelay: 0.108095 sec	meanJitter: 0.000559451 sec
Destination-ip: 167840769	meandelay: 0.105127 sec	meanJitter: 0.00124935 sec
Destination-ip: 167838721	meandelay: 0.108053 sec	meanJitter: 0.000541187 sec
Destination-ip: 167840257	meandelay: 0.108014 sec	meanJitter: 0.000545643 sec
Destination-ip: 167840513	meandelay: 0.105457 sec	meanJitter: 0.00129317 sec
Destination-ip: All	meanTotaldelay: 0.107874 sec	meanTotalJitter: 0.000595838 sec
