Destination-ip: 167840769	meandelay: 0.0164149 sec	meanJitter: 0.00131574 sec
Destination-ip: 167838465	meandelay: 0.016392 sec	meanJitter: 0.00054359 sec
Destination-ip: 167838721	meandelay: 0.0164231 sec	meanJitter: 0.00053651 sec
Destination-ip: 167840257	meandelay: 0.0164079 sec	meanJitter: 0.000536643 sec
Destination-ip: 167840513	meandelay: 0.016334 sec	meanJitter: 0.00134869 sec
Destination-ip: All	meanTotaldelay: 0.0164056 sec	meanTotalJitter: 0.000589223 sec
