bwresv	500	0.00753415	15471.9
bwresv	1000	0.0360606	15971.8
bwresv	1500	0.040651	15971.6
bwresv	2000	0.0428714	15971.9
bwresv	2500	0.0457967	15971.4
bwresv	3000	0.04733	15971.8
bwresv	3500	0.0488235	15972
bwresv	4000	0.0493435	15971.3
bwresv	4500	0.0511602	15972
bwresv	5000	0.0637489	15972.1
bwresv	5500	0.108047	15971.4
bwresv	6000	0.111057	15971.7
bwresv	6500	0.112906	15972.1
bwresv	7000	0.115234	15971.1
bwresv	7500	0.116426	15971.4
bwresv	8000	0.118185	15971.4
bwresv	8500	0.119144	15971.5
