bwresv	20	500	0.00996763	15404.1
bwresv	20	1000	0.0232598	15971
bwresv	20	1500	0.0257951	15972
bwresv	20	2000	0.0265255	15972.9
bwresv	20	2500	0.0268926	15971.9
bwresv	20	3000	0.0272868	15971.7
bwresv	20	3500	0.0276498	15972.6
bwresv	20	4000	0.0283879	15972.5
bwresv	20	4500	0.0302473	15972.1
bwresv	20	5000	0.0421812	15971.3
bwresv	20	5500	0.0547978	15972.1
bwresv	20	6000	0.0572416	15971.1
bwresv	20	6500	0.058078	15971.6
bwresv	20	7000	0.05853	15972.2
bwresv	20	7500	0.058821	15971.5
bwresv	20	8000	0.0594348	15971.7
bwresv	20	8500	0.0600238	15971.5
