Destination-ip: 167840769	ThroughputRx: 4976.47 kbps	ThroughputRxPps: 0.605115 kpps
Destination-ip: 167840513	ThroughputRx: 4928.72 kbps	ThroughputRxPps: 0.599309 kpps
Destination-ip: 167838465	ThroughputRx: 2003.2 kbps	ThroughputRxPps: 0.24358 kpps
Destination-ip: 167838721	ThroughputRx: 2033.06 kbps	ThroughputRxPps: 0.24721 kpps
Destination-ip: 167840257	ThroughputRx: 2030.14 kbps	ThroughputRxPps: 0.246855 kpps
