Destination-ip: 167840769	ThroughputTx: 7056.39 kbps
Destination-ip: 167840257	ThroughputTx: 5505.21 kbps
Destination-ip: 167838465	ThroughputTx: 5465.29 kbps
Destination-ip: 167840513	ThroughputTx: 6993.27 kbps
Destination-ip: 167838721	ThroughputTx: 5473.29 kbps
