Destination-ip: 167838465	loss: 0.455861
Destination-ip: 167840769	loss: 0.541799
Destination-ip: 167838721	loss: 0.461876
Destination-ip: 167840257	loss: 0.466522
Destination-ip: 167840513	loss: 0.538772
