Destination-ip: 167840769	loss: 0.493495
Destination-ip: 167840513	loss: 0.490141
Destination-ip: 167838465	loss: 0.00195982
Destination-ip: 167838721	loss: 0.000489077
Destination-ip: 167840257	loss: 0
