bwresv	1	500	0.00716938	13963.4
bwresv	1	1000	0.00728668	14582.7
bwresv	1	1500	0.00739903	15048.5
bwresv	1	2000	0.00752264	15404.2
bwresv	1	2500	0.0076518	15590
bwresv	1	3000	0.00781499	15743.3
bwresv	1	3500	0.0080487	15841.3
bwresv	1	4000	0.00829009	15900.9
bwresv	1	4500	0.00853584	15940.5
bwresv	1	5000	0.0086958	15955.6
bwresv	1	5500	0.00880745	15964.5
bwresv	1	6000	0.00898217	15965.3
bwresv	1	6500	0.00906338	15968.9
bwresv	1	7000	0.00906349	15971.6
bwresv	1	7500	0.0096086	15971.2
bwresv	1	8000	0.0103532	15971.8
bwresv	1	8500	0.0108997	15970.8
