Destination-ip: 167838465	loss: 0.402894
Destination-ip: 167838721	loss: 0.410073
Destination-ip: 167840257	loss: 0.411342
Destination-ip: 167840769	loss: 0.927266
Destination-ip: 167840513	loss: 0.926775
