1p	1.00302
1p	1.00318
1p	1.00343
1p	1.00351
1p	1.00365
1p	1.00385
1p	1.00395
1p	1.00406
1p	1.00415
1p	1.00433
1p	1.00454
1p	1.00474
1p	1.00496
1p	1.00523
1p	1.00537
1p	1.00582
1p	1.00641
1p	1.00649
1p	1.00658
1p	1.007
1p	1.00708
1p	1.00716
1p	1.00724
1p	1.00765
1p	1.00773
1p	1.00823
1p	1.00895
1p	1.00903
1p	1.00944
1p	1.00952
1p	1.00961
1p	1.00969
1p	1.0098
1p	1.01003
1p	1.01014
1p	1.01039
1p	1.01047
1p	1.01098
1p	1.01106
1p	1.01121
1p	1.01159
1p	1.01184
1p	1.01219
1p	1.01249
1p	1.01283
1p	1.01312
1p	1.01374
1p	1.01398
1p	1.01406
1p	1.01415
1p	1.01437
1p	1.01461
1p	1.0147
1p	1.01478
1p	1.01584
1p	1.01636
1p	1.01647
1p	1.01669
1p	1.01695
1p	1.01733
1p	1.01797
1p	1.01831
1p	1.01856
1p	1.01894
1p	1.01933
1p	1.01967
1p	1.01979
1p	1.01997
1p	1.02005
1p	1.02026
1p	1.02043
1p	1.02065
1p	1.02163
1p	1.02178
1p	1.02186
1p	1.02226
1p	1.02234
1p	1.02243
1p	1.02251
1p	1.02291
1p	1.02313
1p	1.02354
1p	1.02376
1p	1.02413
1p	1.02424
1p	1.02488
1p	1.02546
1p	1.02554
1p	1.02577
1p	1.02585
1p	1.02594
1p	1.02607
1p	1.02616
1p	1.02637
1p	1.02646
1p	1.02654
1p	1.0273
1p	1.02738
1p	1.02747
1p	1.02793
1p	1.02802
1p	1.0281
1p	1.02818
1p	1.02852
1p	1.02861
1p	1.02896
1p	1.0292
1p	1.02959
1p	1.03005
1p	1.03031
1p	1.03043
1p	1.03068
1p	1.03094
1p	1.03103
1p	1.03161
1p	1.0317
1p	1.03198
1p	1.03221
1p	1.03229
1p	1.03243
1p	1.03261
1p	1.03295
1p	1.03306
1p	1.03354
1p	1.03417
1p	1.03441
1p	1.03456
1p	1.03472
1p	1.0348
1p	1.03488
1p	1.035
1p	1.03519
1p	1.03531
1p	1.03539
1p	1.03592
1p	1.036
1p	1.03609
1p	1.03655
1p	1.03663
1p	1.03671
1p	1.03679
1p	1.03718
1p	1.03774
1p	1.03811
1p	1.03833
1p	1.03875
1p	1.03898
1p	1.03906
1p	1.03938
1p	1.03946
1p	1.03957
