Destination-ip: 167840769	loss: 0.0645869
Destination-ip: 167840513	loss: 0.0616438
Destination-ip: 167840257	loss: 0.0624695
Destination-ip: 167838465	loss: 0.065017
Destination-ip: 167838721	loss: 0.0652703
