
Flow-id: 1	ThroughputRx: 6600.52 kbps
Flow-id: 2	ThroughputRx: 6549.48 kbps
Flow-id: 3	ThroughputRx: 945.391 kbps
Flow-id: 4	ThroughputRx: 935.695 kbps
Flow-id: 5	ThroughputRx: 941.564 kbps
