Destination-ip: 167840769	ThroughputRx: 6476.03 kbps	ThroughputRxPps: 0.787455 kpps
Destination-ip: 167840513	ThroughputRx: 6436.43 kbps	ThroughputRxPps: 0.78264 kpps
Destination-ip: 167838465	ThroughputRx: 998.333 kbps	ThroughputRxPps: 0.121393 kpps
Destination-ip: 167838721	ThroughputRx: 1011.34 kbps	ThroughputRxPps: 0.122974 kpps
Destination-ip: 167840257	ThroughputRx: 993.855 kbps	ThroughputRxPps: 0.120848 kpps
