Destination-ip: 167840769	meandelay: 0.00708673 sec	meanJitter: 0.000372236 sec
Destination-ip: 167838465	meandelay: 0.00697845 sec	meanJitter: 0.000282485 sec
Destination-ip: 167840513	meandelay: 0.00705795 sec	meanJitter: 0.000366352 sec
Destination-ip: 167838721	meandelay: 0.00697775 sec	meanJitter: 0.00027676 sec
Destination-ip: 167840257	meandelay: 0.00698145 sec	meanJitter: 0.000278503 sec
Destination-ip: All	meanTotaldelay: 0.0069875 sec	meanTotalJitter: 0.000287221 sec
