Destination-ip: 167838465	loss: 0.139898
Destination-ip: 167840769	loss: 0.907128
Destination-ip: 167838721	loss: 0.148269
Destination-ip: 167840257	loss: 0.155346
Destination-ip: 167840513	loss: 0.906849
