Destination-ip: 167840769	ThroughputRx: 3531.84 kbps	ThroughputRxPps: 0.429455 kpps
Destination-ip: 167840513	ThroughputRx: 3531.39 kbps	ThroughputRxPps: 0.4294 kpps
Destination-ip: 167838465	ThroughputRx: 2949.02 kbps	ThroughputRxPps: 0.358588 kpps
Destination-ip: 167838721	ThroughputRx: 2959.12 kbps	ThroughputRxPps: 0.359815 kpps
Destination-ip: 167840257	ThroughputRx: 3000.36 kbps	ThroughputRxPps: 0.36483 kpps
