Destination-ip: 167838465	meandelay: 0.0324901 sec	meanJitter: 0.000546592 sec
Destination-ip: 167840769	meandelay: 0.0322664 sec	meanJitter: 0.00109811 sec
Destination-ip: 167838721	meandelay: 0.0324911 sec	meanJitter: 0.000534565 sec
Destination-ip: 167840257	meandelay: 0.0324883 sec	meanJitter: 0.000552188 sec
Destination-ip: 167840513	meandelay: 0.0323418 sec	meanJitter: 0.00113315 sec
Destination-ip: All	meanTotaldelay: 0.032478 sec	meanTotalJitter: 0.000580764 sec
