fd 500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.00418031
fd 1000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.0686964
fd 1500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.170835
fd 2000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.277085
fd 2500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.381941
fd 3000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.490141
fd 3500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.53717
fd 4000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538633
fd 4500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538703
fd 5000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538703
fd 5500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538703
fd 6000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538772
fd 6500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538772
fd 7000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538772
fd 7500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538842
fd 8000 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538842
fd 8500 Destination-ip: 167840513	ThroughputTx: 6944.39 kbps 0.538842
