bwresv 500 Destination-ip: 167840513	ThroughputRx: 6891.64 kbps	ThroughputRxPps: 0.837992 kpps 0.00731554
bwresv 1000 Destination-ip: 167840513	ThroughputRx: 6436.43 kbps	ThroughputRxPps: 0.78264 kpps 0.0727374
bwresv 1500 Destination-ip: 167840513	ThroughputRx: 5734.21 kbps	ThroughputRxPps: 0.697253 kpps 0.173901
bwresv 2000 Destination-ip: 167840513	ThroughputRx: 5003.14 kbps	ThroughputRxPps: 0.608358 kpps 0.279245
bwresv 2500 Destination-ip: 167840513	ThroughputRx: 4275.5 kbps	ThroughputRxPps: 0.519881 kpps 0.384031
bwresv 3000 Destination-ip: 167840513	ThroughputRx: 3518.18 kbps	ThroughputRxPps: 0.427795 kpps 0.493137
bwresv 3500 Destination-ip: 167840513	ThroughputRx: 2784.73 kbps	ThroughputRxPps: 0.338611 kpps 0.59883
bwresv 4000 Destination-ip: 167840513	ThroughputRx: 2031.91 kbps	ThroughputRxPps: 0.247071 kpps 0.707309
bwresv 4500 Destination-ip: 167840513	ThroughputRx: 1292.14 kbps	ThroughputRxPps: 0.157118 kpps 0.813837
bwresv 5000 Destination-ip: 167840513	ThroughputRx: 710.149 kbps	ThroughputRxPps: 0.0863508 kpps 0.897652
bwresv 5500 Destination-ip: 167840513	ThroughputRx: 524.95 kbps	ThroughputRxPps: 0.0638315 kpps 0.924336
bwresv 6000 Destination-ip: 167840513	ThroughputRx: 508.232 kbps	ThroughputRxPps: 0.0617986 kpps 0.926775
bwresv 6500 Destination-ip: 167840513	ThroughputRx: 506.989 kbps	ThroughputRxPps: 0.0616474 kpps 0.926914
bwresv 7000 Destination-ip: 167840513	ThroughputRx: 507.457 kbps	ThroughputRxPps: 0.0617043 kpps 0.926845
bwresv 7500 Destination-ip: 167840513	ThroughputRx: 507.219 kbps	ThroughputRxPps: 0.0616754 kpps 0.926914
bwresv 8000 Destination-ip: 167840513	ThroughputRx: 507.672 kbps	ThroughputRxPps: 0.0617305 kpps 0.926845
bwresv 8500 Destination-ip: 167840513	ThroughputRx: 508.14 kbps	ThroughputRxPps: 0.0617874 kpps 0.926775
