Destination-ip: 167840769	loss: 0.54173
Destination-ip: 167838465	loss: 0.277747
Destination-ip: 167840513	loss: 0.538703
Destination-ip: 167838721	loss: 0.281372
Destination-ip: 167840257	loss: 0.289623
